"# Backtest method: MAX EXPECTED PROFIT, target-spend sized (win_rate × avg_payoff)  (by day of week)"
"# Position sizing: contracts = ceil($1.00 / option_price), min 1 — minimum ~$100 premium per trade (more if the option costs over $1.00/share). P&L and the optimal time reflect the contract count."
# Lookback = 730 calendar days
# Generated 2026-06-15 00:47:52  |  data source: Alpaca Markets API
# P&L $ assumes 1 contract = 100 shares

DETAIL — one row per MWF date; each day uses its own optimal timing
day_of_week,date,ticker,contract_symbol,strike,source,entry_time,entry_price,exit_time,exit_price,payoff_per_share,contracts,cost_dollars,pnl_dollars,profitable,note
Friday,2024-06-21,AAPL,AAPL240621C00210000,210.0,REAL,3:35 PM,0.88,3:55 PM,0.06,-0.82,2,176.0,-164.0,False,
Friday,2024-06-28,AAPL,AAPL240628C00212500,212.5,REAL,3:35 PM,0.46,3:55 PM,0.01,-0.45,3,138.0,-135.0,False,
Friday,2024-07-05,AAPL,AAPL240705C00225000,225.0,REAL,3:35 PM,0.58,3:55 PM,1.2,0.62,2,116.0,124.0,True,
Friday,2024-07-12,AAPL,AAPL240712C00232500,232.5,REAL,3:35 PM,0.02,3:55 PM,0.01,-0.01,50,100.0,-50.0,False,
Friday,2024-07-19,AAPL,AAPL240719C00225000,225.0,REAL,3:35 PM,0.04,3:55 PM,0.02,-0.02,25,100.0,-50.0,False,
Friday,2024-07-26,AAPL,AAPL240726C00217500,217.5,REAL,3:35 PM,0.36,3:55 PM,0.07,-0.29,3,108.0,-87.0,False,
Friday,2024-08-02,AAPL,AAPL240802C00222500,222.5,REAL,3:35 PM,0.38,3:55 PM,0.01,-0.37,3,114.0,-111.0,False,
Friday,2024-08-09,AAPL,AAPL240809C00215000,215.0,REAL,3:35 PM,1.37,3:55 PM,0.78,-0.59,1,137.0,-59.0,False,
Friday,2024-08-16,AAPL,AAPL240816C00225000,225.0,REAL,3:35 PM,1.1,3:55 PM,1.15,0.05,1,110.0,5.0,True,
Friday,2024-08-23,AAPL,AAPL240823C00227500,227.5,REAL,3:35 PM,0.01,3:55 PM,0.01,0.0,100,100.0,0.0,False,
Friday,2024-08-30,AAPL,AAPL240830C00227500,227.5,REAL,3:35 PM,1.06,3:55 PM,1.52,0.46,1,106.0,46.0,True,
Friday,2024-09-06,AAPL,AAPL240906C00220000,220.0,REAL,3:35 PM,1.22,3:55 PM,0.64,-0.58,1,122.0,-58.0,False,
Friday,2024-09-13,AAPL,AAPL240913C00222500,222.5,REAL,3:35 PM,0.15,3:55 PM,0.11,-0.04,7,105.0,-28.0,False,
Friday,2024-09-20,AAPL,AAPL240920C00232500,232.5,REAL,3:35 PM,0.86,3:55 PM,0.17,-0.69,2,172.0,-138.0,False,
Friday,2024-09-27,AAPL,AAPL240927C00227500,227.5,REAL,3:35 PM,0.36,3:55 PM,0.45,0.09,3,108.0,27.0,True,
Friday,2024-10-04,AAPL,AAPL241004C00225000,225.0,REAL,3:35 PM,1.22,3:55 PM,1.73,0.51,1,122.0,51.0,True,
Friday,2024-10-11,AAPL,AAPL241011C00227500,227.5,REAL,3:35 PM,1.26,3:55 PM,0.29,-0.97,1,126.0,-97.0,False,
Friday,2024-10-18,AAPL,AAPL241018C00235000,235.0,REAL,3:35 PM,0.28,3:55 PM,0.17,-0.11,4,112.0,-44.0,False,
Friday,2024-10-25,AAPL,AAPL241025C00232500,232.5,REAL,3:35 PM,0.02,3:55 PM,0.01,-0.01,50,100.0,-50.0,False,
Friday,2024-11-01,AAPL,AAPL241101C00222500,222.5,REAL,3:35 PM,0.2,3:55 PM,0.68,0.48,5,100.0,240.0,True,
Friday,2024-11-08,AAPL,AAPL241108C00227500,227.5,REAL,3:35 PM,0.06,3:55 PM,0.02,-0.04,17,102.0,-68.0,False,
Friday,2024-11-15,AAPL,AAPL241115C00225000,225.0,REAL,3:35 PM,0.14,3:55 PM,0.23,0.09,8,112.0,72.0,True,
Friday,2024-11-22,AAPL,AAPL241122C00230000,230.0,REAL,3:35 PM,0.06,3:55 PM,0.02,-0.04,17,102.0,-68.0,False,
Friday,2024-11-29,AAPL,,0.0,MISS,3:35 PM,,3:55 PM,,,,,,,missing data (Fri & Thu closed)
Friday,2024-12-06,AAPL,AAPL241206C00242500,242.5,REAL,3:35 PM,0.68,3:55 PM,0.25,-0.43,2,136.0,-86.0,False,
Friday,2024-12-13,AAPL,AAPL241213C00247500,247.5,REAL,3:35 PM,0.6,3:55 PM,0.42,-0.18,2,120.0,-36.0,False,
Friday,2024-12-20,AAPL,AAPL241220C00252500,252.5,REAL,3:35 PM,0.8,3:55 PM,1.59,0.79,2,160.0,158.0,True,
Friday,2024-12-27,AAPL,AAPL241227C00255000,255.0,REAL,3:35 PM,0.13,3:55 PM,0.25,0.12,8,104.0,96.0,True,
Friday,2025-01-03,AAPL,AAPL250103C00242500,242.5,REAL,3:35 PM,0.39,3:55 PM,0.7,0.31,3,117.0,93.0,True,
Friday,2025-01-10,AAPL,AAPL250110C00235000,235.0,REAL,3:35 PM,1.22,3:55 PM,1.92,0.7,1,122.0,70.0,True,
Friday,2025-01-17,AAPL,AAPL250117C00230000,230.0,REAL,3:35 PM,0.09,3:55 PM,0.03,-0.06,12,108.0,-72.0,False,
Friday,2025-01-24,AAPL,AAPL250124C00222500,222.5,REAL,3:35 PM,0.22,3:55 PM,0.29,0.07,5,110.0,35.0,True,
Friday,2025-01-31,AAPL,AAPL250131C00235000,235.0,REAL,3:35 PM,0.16,3:55 PM,0.92,0.76,7,112.0,532.0,True,
Friday,2025-02-07,AAPL,AAPL250207C00227500,227.5,REAL,3:35 PM,0.62,3:55 PM,0.33,-0.29,2,124.0,-58.0,False,
Friday,2025-02-14,AAPL,AAPL250214C00245000,245.0,REAL,3:35 PM,0.04,3:55 PM,0.14,0.1,25,100.0,250.0,True,
Friday,2025-02-21,AAPL,AAPL250221C00245000,245.0,REAL,3:35 PM,0.84,3:55 PM,0.6,-0.24,2,168.0,-48.0,False,
Friday,2025-02-28,AAPL,AAPL250228C00240000,240.0,REAL,3:35 PM,0.02,3:55 PM,1.17,1.15,50,100.0,5750.0,True,
Friday,2025-03-07,AAPL,AAPL250307C00240000,240.0,REAL,3:35 PM,0.03,3:55 PM,0.06,0.03,34,102.0,102.0,True,
Friday,2025-03-14,AAPL,AAPL250314C00212500,212.5,REAL,3:35 PM,0.75,3:55 PM,1.09,0.34,2,150.0,68.0,True,
Friday,2025-03-21,AAPL,AAPL250321C00215000,215.0,REAL,3:35 PM,0.4,3:55 PM,3.2,2.8,3,120.0,840.0,True,
Friday,2025-03-28,AAPL,AAPL250328C00217500,217.5,REAL,3:35 PM,0.85,3:55 PM,0.67,-0.18,2,170.0,-36.0,False,
Friday,2025-04-04,AAPL,AAPL250404C00190000,190.0,REAL,3:35 PM,1.75,3:55 PM,0.22,-1.53,1,175.0,-153.0,False,
Friday,2025-04-11,AAPL,AAPL250411C00200000,200.0,REAL,3:35 PM,0.13,3:55 PM,0.03,-0.1,8,104.0,-80.0,False,
Friday,2025-04-18,AAPL,AAPL250417C00195000,195.0,REAL,3:35 PM,2.51,3:55 PM,2.02,-0.49,1,251.0,-49.0,False,Fri closed → Thu expiry
Friday,2025-04-25,AAPL,AAPL250425C00207500,207.5,REAL,3:35 PM,0.89,3:55 PM,1.61,0.72,2,178.0,144.0,True,
Friday,2025-05-02,AAPL,AAPL250502C00205000,205.0,REAL,3:35 PM,0.27,3:55 PM,0.19,-0.08,4,108.0,-32.0,False,
Friday,2025-05-09,AAPL,AAPL250509C00200000,200.0,REAL,3:35 PM,0.04,3:55 PM,0.01,-0.03,25,100.0,-75.0,False,
Friday,2025-05-16,AAPL,AAPL250516C00212500,212.5,REAL,3:35 PM,0.04,3:55 PM,0.01,-0.03,25,100.0,-75.0,False,
Friday,2025-05-23,AAPL,AAPL250523C00195000,195.0,REAL,3:35 PM,0.84,3:55 PM,0.39,-0.45,2,168.0,-90.0,False,
Friday,2025-05-30,AAPL,AAPL250530C00200000,200.0,REAL,3:35 PM,0.43,3:55 PM,1.63,1.2,3,129.0,360.0,True,
Friday,2025-06-06,AAPL,AAPL250606C00205000,205.0,REAL,3:35 PM,0.18,3:55 PM,0.03,-0.15,6,108.0,-90.0,False,
Friday,2025-06-13,AAPL,AAPL250613C00195000,195.0,REAL,3:35 PM,1.38,3:55 PM,1.15,-0.23,1,138.0,-23.0,False,
Friday,2025-06-20,AAPL,AAPL250620C00200000,200.0,REAL,3:35 PM,0.25,3:55 PM,1.33,1.08,4,100.0,432.0,True,
Friday,2025-06-27,AAPL,AAPL250627C00200000,200.0,REAL,3:35 PM,1.11,3:55 PM,1.03,-0.08,1,111.0,-8.0,False,
Friday,2025-07-04,AAPL,,0.0,MISS,3:35 PM,,3:55 PM,,,,,,,missing data (Fri & Thu closed)
Friday,2025-07-11,AAPL,AAPL250711C00210000,210.0,REAL,3:35 PM,1.15,3:55 PM,1.11,-0.04,1,115.0,-4.0,False,
Friday,2025-07-18,AAPL,AAPL250718C00210000,210.0,REAL,3:35 PM,0.95,3:55 PM,1.11,0.16,2,190.0,32.0,True,
Friday,2025-07-25,AAPL,AAPL250725C00215000,215.0,REAL,3:35 PM,0.01,3:55 PM,0.01,0.0,100,100.0,0.0,False,
Friday,2025-08-01,AAPL,AAPL250801C00202500,202.5,REAL,3:35 PM,0.62,3:55 PM,0.21,-0.41,2,124.0,-82.0,False,
Friday,2025-08-08,AAPL,AAPL250808C00230000,230.0,REAL,3:35 PM,0.1,3:55 PM,0.18,0.08,10,100.0,80.0,True,
Friday,2025-08-15,AAPL,AAPL250815C00230000,230.0,REAL,3:35 PM,1.41,3:55 PM,1.42,0.01,1,141.0,1.0,True,
Friday,2025-08-22,AAPL,AAPL250822C00227500,227.5,REAL,3:35 PM,0.45,3:55 PM,0.43,-0.02,3,135.0,-6.0,False,
Friday,2025-08-29,AAPL,AAPL250829C00232500,232.5,REAL,3:35 PM,0.33,3:55 PM,0.11,-0.22,4,132.0,-88.0,False,
Friday,2025-09-05,AAPL,AAPL250905C00240000,240.0,REAL,3:35 PM,0.2,3:55 PM,0.01,-0.19,5,100.0,-95.0,False,
Friday,2025-09-12,AAPL,AAPL250912C00235000,235.0,REAL,3:35 PM,0.01,3:55 PM,0.01,0.0,100,100.0,0.0,False,
Friday,2025-09-19,AAPL,AAPL250919C00245000,245.0,REAL,3:35 PM,0.85,3:55 PM,0.73,-0.12,2,170.0,-24.0,False,
Friday,2025-09-26,AAPL,AAPL250926C00255000,255.0,REAL,3:35 PM,0.36,3:55 PM,0.35,-0.01,3,108.0,-3.0,False,
Friday,2025-10-03,AAPL,AAPL251003C00257500,257.5,REAL,3:35 PM,0.53,3:55 PM,0.24,-0.29,2,106.0,-58.0,False,
Friday,2025-10-10,AAPL,AAPL251010C00247500,247.5,REAL,3:35 PM,0.07,3:54 PM,0.02,-0.05,15,105.0,-75.0,False,
Friday,2025-10-17,AAPL,AAPL251017C00252500,252.5,REAL,3:35 PM,0.54,3:55 PM,0.11,-0.43,2,108.0,-86.0,False,
Friday,2025-10-24,AAPL,AAPL251024C00262500,262.5,REAL,3:35 PM,1.0,3:55 PM,0.37,-0.63,1,100.0,-63.0,False,
Friday,2025-10-31,AAPL,AAPL251031C00272500,272.5,REAL,3:35 PM,0.29,3:55 PM,0.01,-0.28,4,116.0,-112.0,False,
Friday,2025-11-07,AAPL,AAPL251107C00267500,267.5,REAL,3:35 PM,0.8,3:55 PM,0.94,0.14,2,160.0,28.0,True,
Friday,2025-11-14,AAPL,AAPL251114C00275000,275.0,REAL,3:35 PM,0.02,3:55 PM,0.01,-0.01,50,100.0,-50.0,False,
