"# Backtest method: MAX EXPECTED PROFIT, target-spend sized (win_rate × avg_payoff)  (by day of week)"
"# Position sizing: contracts = ceil($1.00 / option_price), min 1 — minimum ~$100 premium per trade (more if the option costs over $1.00/share). P&L and the optimal time reflect the contract count."
# Lookback = 365 calendar days
# Trading window = 3-4PM ET
# Generated 2026-06-18 00:51:45  |  data source: Alpaca Markets API
# P&L $ assumes 1 contract = 100 shares

DETAIL — one row per MWF date; each day uses its own optimal timing
day_of_week,date,ticker,contract_symbol,strike,source,entry_time,entry_price,exit_time,exit_price,payoff_per_share,contracts,cost_dollars,pnl_dollars,profitable,note
Friday,2025-06-20,AAPL,AAPL250620C00200000,200.0,REAL,3:35 PM,0.25,3:55 PM,1.33,1.08,4,100.0,432.0,True,
Friday,2025-06-27,AAPL,AAPL250627C00200000,200.0,REAL,3:35 PM,1.11,3:55 PM,1.03,-0.08,1,111.0,-8.0,False,
Friday,2025-07-04,AAPL,,0.0,MISS,3:35 PM,,3:55 PM,,,,,,,missing data (Fri & Thu closed)
Friday,2025-07-11,AAPL,AAPL250711C00210000,210.0,REAL,3:35 PM,1.15,3:55 PM,1.11,-0.04,1,115.0,-4.0,False,
Friday,2025-07-18,AAPL,AAPL250718C00210000,210.0,REAL,3:35 PM,0.95,3:55 PM,1.11,0.16,2,190.0,32.0,True,
Friday,2025-07-25,AAPL,AAPL250725C00215000,215.0,REAL,3:35 PM,0.01,3:55 PM,0.01,0.0,100,100.0,0.0,False,
Friday,2025-08-01,AAPL,AAPL250801C00202500,202.5,REAL,3:35 PM,0.62,3:55 PM,0.21,-0.41,2,124.0,-82.0,False,
Friday,2025-08-08,AAPL,AAPL250808C00230000,230.0,REAL,3:35 PM,0.1,3:55 PM,0.18,0.08,10,100.0,80.0,True,
Friday,2025-08-15,AAPL,AAPL250815C00230000,230.0,REAL,3:35 PM,1.41,3:55 PM,1.42,0.01,1,141.0,1.0,True,
Friday,2025-08-22,AAPL,AAPL250822C00227500,227.5,REAL,3:35 PM,0.45,3:55 PM,0.43,-0.02,3,135.0,-6.0,False,
Friday,2025-08-29,AAPL,AAPL250829C00232500,232.5,REAL,3:35 PM,0.33,3:55 PM,0.11,-0.22,4,132.0,-88.0,False,
Friday,2025-09-05,AAPL,AAPL250905C00240000,240.0,REAL,3:35 PM,0.2,3:55 PM,0.01,-0.19,5,100.0,-95.0,False,
